multiplex	node	score
Disease	disease_7256	0.00027345133582124047
Disease	disease_3582	0.0002444175128047104
Disease	disease_7254	0.00023677715450634403
Disease	disease_21100	0.00023565112482540687
Disease	disease_16419	0.00022986774490895171
Disease	disease_16267	0.000224993557132247
Disease	disease_16266	0.00022447055823663533
Disease	disease_6210	0.0001897214160269017
Disease	disease_18532	0.00018614795998510202
Disease	disease_18055	0.00018146071903080027
Disease	disease_2691	0.00018125171368705547
Disease	disease_16216	0.0001812170228611468
Disease	disease_18534	0.00018015265824459917
Disease	disease_18533	0.00017873831409090079
Disease	disease_4989	0.0001611862314392206
Disease	disease_5359	0.00015890103228801542
Disease	disease_16064	0.00013772520203400265
Disease	disease_7336	9.480517162979215e-05
Disease	disease_10560	9.329578320860021e-05
Disease	disease_15479	9.323940778867087e-05
Disease	disease_870	8.409652722625743e-05
Disease	disease_13108	8.399356738068477e-05
Disease	disease_3538	8.380059258803743e-05
Disease	disease_23122	7.99746688894369e-05
Disease	disease_5159	7.905826933997006e-05
Disease	disease_5300	7.9042025655855e-05
Disease	disease_8315	7.735355227332911e-05
Disease	disease_2629	7.236433734719614e-05
Disease	disease_5231	7.23020871301806e-05
Disease	disease_1543	6.699068472040336e-05
Disease	disease_6960	6.405426030823404e-05
Disease	disease_24327	6.0840575607533256e-05
Disease	disease_16681	6.043986901978101e-05
Disease	disease_100342	5.9960976136930694e-05
Disease	disease_4375	5.947614990484123e-05
Disease	disease_7079	5.906368337966101e-05
Disease	disease_2046	5.859465925275132e-05
Disease	disease_5096	5.404344542388303e-05
Disease	disease_2489	4.69731305002549e-05
Disease	disease_16686	4.57861794542708e-05
Disease	disease_18531	4.4403262482322656e-05
Disease	disease_37003	4.3040043127635314e-05
Disease	disease_1476	4.2477830307987255e-05
Disease	disease_5617	4.1830287789886714e-05
Disease	disease_4970	4.073981888722036e-05
Disease	disease_5078	4.066157684886336e-05
Disease	disease_2050	3.894753943036302e-05
Disease	disease_2056	3.87380330483465e-05
Disease	disease_7350	3.86348479872195e-05
Disease	disease_15871	3.7712120421159685e-05
Disease	disease_6003	3.7675686853573835e-05
Disease	disease_12883	3.688145309506763e-05
Disease	disease_5213	3.687677095007072e-05
Disease	disease_16691	3.254612231673703e-05
Disease	disease_2009	3.1300713897245113e-05
Disease	disease_5575	2.954120551239006e-05
Disease	disease_45059	2.8847062149235363e-05
Disease	disease_12048	2.8200519603107852e-05
Disease	disease_16702	2.8199023614489432e-05
Disease	disease_16703	2.8176610964877674e-05
Disease	disease_16682	2.805443412417425e-05
Disease	disease_8903	2.802139578327033e-05
Disease	disease_5263	2.800804021819601e-05
Disease	disease_16689	2.7423468141163535e-05
Disease	disease_16687	2.7423468141163535e-05
Disease	disease_16688	2.7423468141163535e-05
Disease	disease_16692	2.7059535790561714e-05
Disease	disease_5440	2.6794083562532244e-05
Disease	disease_18843	2.6790300986769453e-05
Disease	disease_6176	2.677708808968959e-05
Disease	disease_16695	2.6665251278552534e-05
Disease	disease_16706	2.6629610118454014e-05
Disease	disease_16700	2.6484421058838328e-05
Disease	disease_16696	2.6373526994863668e-05
Disease	disease_1056	2.636312906566734e-05
Disease	disease_4950	2.6344787112415214e-05
Disease	disease_2492	2.6217634321075697e-05
Disease	disease_5335	2.62026576921639e-05
Disease	disease_16705	2.613301993220111e-05
Disease	disease_24331	2.5958949610642976e-05
Disease	disease_6373	2.591167553916051e-05
Disease	disease_16707	2.5906460284728967e-05
Disease	disease_16684	2.58733456695759e-05
Disease	disease_6372	2.5862257960144233e-05
Disease	disease_1657	2.5842860562191285e-05
Disease	disease_1085	2.571301850011432e-05
Disease	disease_21117	2.569820414331404e-05
Disease	disease_18271	2.5637646953744058e-05
