multiplex	node	score
Disease	disease_9693	0.021620560100182807
Disease	disease_5235	0.0006791798967308676
Disease	disease_4959	0.0006693850279389369
Disease	disease_16180	0.0006641078961713933
Disease	disease_5170	0.0006574302307696385
Disease	disease_4817	0.0006486168025801812
Disease	disease_4815	0.0006486168025801812
Disease	disease_1134	0.00011119127140368642
Disease	disease_4819	0.00010187698623494486
Disease	disease_5154	9.42183279076188e-05
Disease	disease_5281	8.770374002002495e-05
Disease	disease_5240	8.041497270731016e-05
Disease	disease_1922	7.09917398688219e-05
Disease	disease_8383	6.357639591130696e-05
Disease	disease_5615	6.252590290698985e-05
Disease	disease_2050	5.846307691803624e-05
Disease	disease_5148	5.55540667749012e-05
Disease	disease_100192	5.131656186436379e-05
Disease	disease_5379	4.198094449665185e-05
Disease	disease_20076	4.1927909109378496e-05
Disease	disease_5231	4.090988664181649e-05
Disease	disease_2724	4.0809868987686566e-05
Disease	disease_1442	4.076574850895028e-05
Disease	disease_44881	4.024869917459767e-05
Disease	disease_19467	3.969461878081375e-05
Disease	disease_5570	3.8233095676817344e-05
Disease	disease_100280	3.442502481933735e-05
Disease	disease_6816	3.4246665242075175e-05
Disease	disease_5027	3.4069248229257796e-05
Disease	disease_17364	3.3589205091277714e-05
Disease	disease_16101	3.320539513100383e-05
Disease	disease_5359	3.249326141294048e-05
Disease	disease_4949	3.1158979651269234e-05
Disease	disease_7256	2.9536665876944312e-05
Disease	disease_8903	2.9516539029789903e-05
Disease	disease_5247	2.923052636412016e-05
Disease	disease_2049	2.8731747446368088e-05
Disease	disease_5354	2.860367753534291e-05
Disease	disease_12819	2.8042214500042305e-05
Disease	disease_5009	2.754495025677856e-05
Disease	disease_7079	2.712839395476893e-05
Disease	disease_19464	2.70353981968428e-05
Disease	disease_2046	2.6947959855529272e-05
Disease	disease_19463	2.6345337143994393e-05
Disease	disease_5191	2.5867879598721792e-05
Disease	disease_4816	2.533689747516597e-05
Disease	disease_18689	2.5289491792744696e-05
Disease	disease_6829	2.5101939097456834e-05
Disease	disease_4247	2.4306332076964618e-05
Disease	disease_8315	2.358897380744007e-05
Disease	disease_8143	2.352459995952965e-05
Disease	disease_1343	2.3159169796608187e-05
Disease	disease_19182	2.2840551735466503e-05
Disease	disease_5159	2.282733269368901e-05
Disease	disease_5393	2.2533133659006873e-05
Disease	disease_5300	2.2403940902550614e-05
Disease	disease_1609	2.1913143324216192e-05
Disease	disease_23122	2.1365442396219653e-05
Disease	disease_1475	2.131270349008408e-05
Disease	disease_2009	2.1017054907936957e-05
Disease	disease_4781	2.051576468217037e-05
Disease	disease_19171	2.0420973619309372e-05
Disease	disease_5109	2.0293980708071732e-05
Disease	disease_5010	2.017752225403942e-05
Disease	disease_2691	2.0009013316263393e-05
Disease	disease_6716	1.9762775122588624e-05
Disease	disease_5972	1.9730728997236192e-05
Disease	disease_2442	1.9705287143320475e-05
Disease	disease_3678	1.941657122985894e-05
Disease	disease_6210	1.92925360423032e-05
Disease	disease_5384	1.9221302720717587e-05
Disease	disease_1531	1.9199869831650613e-05
Disease	disease_5263	1.9195833129730926e-05
Disease	disease_18532	1.8927507380667063e-05
Disease	disease_18055	1.847761501951109e-05
Disease	disease_16216	1.8412329613057594e-05
