effect/phenotype_1507	effect/phenotype_2	1
effect/phenotype_107	effect/phenotype_3	1
effect/phenotype_1	effect/phenotype_5	1
effect/phenotype_5	effect/phenotype_6	1
effect/phenotype_5	effect/phenotype_7	1
effect/phenotype_10460	effect/phenotype_8	1
effect/phenotype_812	effect/phenotype_8	1
effect/phenotype_14	effect/phenotype_9	1
effect/phenotype_2719	effect/phenotype_10	1
effect/phenotype_11277	effect/phenotype_10	1
effect/phenotype_9	effect/phenotype_11	1
effect/phenotype_9	effect/phenotype_12	1
effect/phenotype_8684	effect/phenotype_13	1
effect/phenotype_10936	effect/phenotype_14	1
effect/phenotype_25487	effect/phenotype_15	1
effect/phenotype_9	effect/phenotype_16	1
effect/phenotype_9	effect/phenotype_17	1
effect/phenotype_9	effect/phenotype_19	1
effect/phenotype_31064	effect/phenotype_20	1
effect/phenotype_9	effect/phenotype_20	1
effect/phenotype_10955	effect/phenotype_21	1
effect/phenotype_10461	effect/phenotype_22	1
effect/phenotype_812	effect/phenotype_22	1
effect/phenotype_4299	effect/phenotype_23	1
effect/phenotype_12649	effect/phenotype_24	1
effect/phenotype_8775	effect/phenotype_24	1
effect/phenotype_12874	effect/phenotype_25	1
effect/phenotype_135	effect/phenotype_26	1
effect/phenotype_25	effect/phenotype_26	1
effect/phenotype_8669	effect/phenotype_27	1
effect/phenotype_35	effect/phenotype_28	1
effect/phenotype_35	effect/phenotype_29	1
effect/phenotype_10788	effect/phenotype_30	1
effect/phenotype_150	effect/phenotype_30	1
effect/phenotype_12649	effect/phenotype_31	1
effect/phenotype_9714	effect/phenotype_31	1
effect/phenotype_10461	effect/phenotype_32	1
effect/phenotype_811	effect/phenotype_32	1
effect/phenotype_62	effect/phenotype_33	1
effect/phenotype_32	effect/phenotype_33	1
effect/phenotype_35	effect/phenotype_34	1
effect/phenotype_32	effect/phenotype_35	1
effect/phenotype_32	effect/phenotype_36	1
effect/phenotype_32	effect/phenotype_37	1
