biological_process_51581	biological_process_51612	1
biological_process_43271	biological_process_51612	1
biological_process_51611	biological_process_51612	1
biological_process_51581	biological_process_51617	1
biological_process_43271	biological_process_51617	1
biological_process_51616	biological_process_51617	1
biological_process_51581	biological_process_51609	1
biological_process_51581	biological_process_51942	1
biological_process_51956	biological_process_51942	1
biological_process_51941	biological_process_51942	1
biological_process_51581	biological_process_51945	1
biological_process_51953	biological_process_51945	1
biological_process_51940	biological_process_51945	1
biological_process_1903891	biological_process_1903892	1
biological_process_1900102	biological_process_1903892	1
biological_process_1903891	biological_process_1903893	1
biological_process_1900103	biological_process_1903893	1
biological_process_44058	biological_process_46877	1
biological_process_50878	biological_process_46877	1
biological_process_51046	biological_process_46877	1
biological_process_44058	biological_process_120057	1
biological_process_44058	biological_process_60453	1
biological_process_51046	biological_process_60453	1
biological_process_44058	biological_process_60457	1
biological_process_51241	biological_process_60457	1
biological_process_44058	biological_process_60730	1
biological_process_65008	biological_process_60730	1
biological_process_44058	biological_process_90186	1
biological_process_50878	biological_process_90186	1
biological_process_51046	biological_process_90186	1
biological_process_44058	biological_process_43134	1
biological_process_6940	biological_process_43134	1
biological_process_44058	biological_process_1905333	1
biological_process_44058	biological_process_60456	1
biological_process_51240	biological_process_60456	1
biological_process_44058	biological_process_1904478	1
biological_process_51049	biological_process_1904478	1
biological_process_16477	biological_process_90248	1
biological_process_16477	biological_process_40039	1
biological_process_16477	biological_process_21885	1
biological_process_16477	biological_process_35099	1
biological_process_16477	biological_process_48883	1
biological_process_16477	biological_process_8347	1
biological_process_16477	biological_process_97402	1
biological_process_16477	biological_process_60326	1
biological_process_6935	biological_process_60326	1
biological_process_16477	biological_process_8354	1
biological_process_22412	biological_process_8354	1
biological_process_16477	biological_process_97534	1
biological_process_16477	biological_process_35441	1
biological_process_16477	biological_process_35787	1
biological_process_16477	biological_process_6929	1
biological_process_16477	biological_process_97628	1
biological_process_16477	biological_process_35476	1
biological_process_16477	biological_process_1902766	1
biological_process_16477	biological_process_21535	1
biological_process_16477	biological_process_2194	1
biological_process_16477	biological_process_50900	1
biological_process_2376	biological_process_50900	1
biological_process_16477	biological_process_61334	1
biological_process_16477	biological_process_140495	1
biological_process_16477	biological_process_61457	1
biological_process_16477	biological_process_1667	1
biological_process_16477	biological_process_3428	1
biological_process_16477	biological_process_44319	1
biological_process_16477	biological_process_14812	1
biological_process_16477	biological_process_60973	1
biological_process_16477	biological_process_1764	1
biological_process_16477	biological_process_21855	1
biological_process_16477	biological_process_35701	1
biological_process_16477	biological_process_1905070	1
biological_process_16477	biological_process_1905351	1
biological_process_16477	biological_process_1905319	1
biological_process_16477	biological_process_7395	1
biological_process_9065	biological_process_6527	1
biological_process_9063	biological_process_6527	1
biological_process_6525	biological_process_6527	1
biological_process_9065	biological_process_6530	1
biological_process_9063	biological_process_6530	1
biological_process_6528	biological_process_6530	1
biological_process_9068	biological_process_6530	1
biological_process_9065	biological_process_6562	1
biological_process_9063	biological_process_6562	1
biological_process_6560	biological_process_6562	1
biological_process_9065	biological_process_6543	1
biological_process_9063	biological_process_6543	1
biological_process_6541	biological_process_6543	1
biological_process_9065	biological_process_6538	1
biological_process_9063	biological_process_6538	1
biological_process_43649	biological_process_6538	1
biological_process_6536	biological_process_6538	1
biological_process_52185	biological_process_52495	1
biological_process_52185	biological_process_52188	1
biological_process_52185	biological_process_52111	1
biological_process_44003	biological_process_52111	1
biological_process_52185	biological_process_52183	1
biological_process_51851	biological_process_52183	1
biological_process_52185	biological_process_52368	1
biological_process_44237	biological_process_46950	1
biological_process_44281	biological_process_46950	1
biological_process_44237	biological_process_15979	1
biological_process_44237	biological_process_43446	1
biological_process_120252	biological_process_43446	1
biological_process_44237	biological_process_72593	1
biological_process_44237	biological_process_62097	1
biological_process_44237	biological_process_44260	1
biological_process_43170	biological_process_44260	1
biological_process_44237	biological_process_6091	1
biological_process_44237	biological_process_97354	1
biological_process_44237	biological_process_90345	1
biological_process_44237	biological_process_110051	1
biological_process_44237	biological_process_6413	1
biological_process_44237	biological_process_42180	1
biological_process_44281	biological_process_42180	1
biological_process_71704	biological_process_42180	1
biological_process_44237	biological_process_43452	1
biological_process_120252	biological_process_43452	1
