multiplex	node	score
Disease	disease_8559	0.00041088867185517744
Disease	disease_831	0.00015145646854907577
Disease	disease_4781	0.00012935152649736707
Disease	disease_6716	0.00012704911758917736
Disease	disease_3678	0.0001226810624840906
Disease	disease_100240	0.00010335400702874414
Disease	disease_5154	3.8489694089270214e-05
Disease	disease_5281	3.6133046062844634e-05
Disease	disease_1134	3.2587178120314876e-05
Disease	disease_11057	3.2437804964965826e-05
Disease	disease_6809	3.1752203115864694e-05
Disease	disease_100192	2.821151201842381e-05
Disease	disease_5010	2.6650813889995344e-05
Disease	disease_1531	2.406972099902055e-05
Disease	disease_5420	2.2513021765961825e-05
Disease	disease_5364	2.165874930723889e-05
Disease	disease_19008	2.12483324954715e-05
Disease	disease_7079	2.0877684998820595e-05
Disease	disease_2046	2.0696998396861312e-05
Disease	disease_5009	2.026475046082261e-05
Disease	disease_1343	2.0212076097016745e-05
Disease	disease_1336	2.011633511718662e-05
Disease	disease_10138	1.9980209724696324e-05
Disease	disease_4425	1.919544746225944e-05
Disease	disease_2050	1.888111790394312e-05
Disease	disease_4242	1.8648725856038715e-05
Disease	disease_18612	1.8485225262288315e-05
Disease	disease_5240	1.8333709729547494e-05
Disease	disease_19145	1.8320900305063164e-05
Disease	disease_9718	1.8110673498909537e-05
Disease	disease_11559	1.8055489131115493e-05
Disease	disease_17290	1.8009214046908673e-05
Disease	disease_13792	1.794554752846406e-05
Disease	disease_9469	1.7882882711416554e-05
Disease	disease_5084	1.7705555249888766e-05
Disease	disease_2350	1.7689312085975236e-05
Disease	disease_21178	1.7440497452743886e-05
Disease	disease_6981	1.7354650410410484e-05
Disease	disease_1751	1.7217336799548142e-05
Disease	disease_1265	1.697263028158846e-05
Disease	disease_5487	1.697263028158846e-05
Disease	disease_5377	1.691021939796601e-05
Disease	disease_5615	1.6879938760452127e-05
Disease	disease_3900	1.6771982649211078e-05
Disease	disease_1244	1.6587155909947346e-05
Disease	disease_6835	1.649987492282495e-05
Disease	disease_9891	1.6482099034204515e-05
Disease	disease_5148	1.6417422146414263e-05
Disease	disease_5569	1.6347645725113534e-05
Disease	disease_5381	1.6260212233971093e-05
Disease	disease_4992	1.6255246794207445e-05
Disease	disease_44751	1.622252416064969e-05
Disease	disease_18882	1.6079015876323845e-05
Disease	disease_3127	1.6012530403347696e-05
Disease	disease_5291	1.59713747389028e-05
Disease	disease_1078	1.5760678775415264e-05
