multiplex	node	score
Disease	disease_3582	0.001325674969101564
Disease	disease_15683	0.0013025484411742327
Disease	disease_19373	0.0012932058285928462
Disease	disease_6206	0.0012561278719580105
Disease	disease_2158	0.0012476985404865284
Disease	disease_21100	0.001239508556906125
Disease	disease_5131	0.0012338413809400057
Disease	disease_7254	0.0012214852306185863
Disease	disease_2974	0.0012202846919760833
Disease	disease_18364	0.0012166014102956068
Disease	disease_5153	0.0012083665123471545
Disease	disease_16419	0.0012052455448151552
Disease	disease_2087	0.001205241513450471
Disease	disease_18368	0.0012013698717821182
Disease	disease_41447	0.0011928196188007911
Disease	disease_16267	0.0011875417429189758
Disease	disease_16266	0.0011861988014997661
Disease	disease_24498	0.0011763477957991099
Disease	disease_24880	0.0003327484650973626
Disease	disease_100242	0.00026504109626511435
Disease	disease_5213	0.00022289082609923392
Disease	disease_6003	0.0001998157277407684
Disease	disease_4989	0.00013130423009940194
Disease	disease_15682	0.00012011337759085217
Disease	disease_6363	0.00011724958364040016
Disease	disease_3195	0.00011463375346764448
Disease	disease_5211	0.00011432460783581567
Disease	disease_5096	0.00011206431095295423
Disease	disease_6386	0.00010937720873333962
Disease	disease_3847	0.00010847822684921396
Disease	disease_5617	0.00010014039443378431
Disease	disease_18078	9.516096550686526e-05
Disease	disease_4993	9.256854310200873e-05
Disease	disease_6974	9.236355529461763e-05
Disease	disease_13343	8.434264904492478e-05
Disease	disease_9693	6.290989505137116e-05
Disease	disease_8383	6.0956055661711504e-05
Disease	disease_4992	5.967357796991898e-05
Disease	disease_1416	5.893325362932875e-05
Disease	disease_2113	5.840605271992969e-05
Disease	disease_5314	5.804876783241564e-05
Disease	disease_21092	5.764904307704391e-05
Disease	disease_2162	5.6541367110229686e-05
Disease	disease_2159	5.622073438017156e-05
Disease	disease_4792	5.61464343156906e-05
Disease	disease_16275	5.062406123939113e-05
Disease	disease_19725	5.057403630558905e-05
Disease	disease_6901	4.790929038258318e-05
Disease	disease_3017	4.745939158084539e-05
Disease	disease_1352	4.7332189739397906e-05
Disease	disease_40673	4.6686367787559454e-05
Disease	disease_5512	4.65181971740208e-05
Disease	disease_2746	4.4008325387228456e-05
Disease	disease_4489	4.3140550633215155e-05
Disease	disease_2833	4.3031286428929e-05
Disease	disease_3503	4.298265332311022e-05
Disease	disease_6207	4.289767170246055e-05
Disease	disease_4166	4.241606934480351e-05
Disease	disease_20573	4.0083735155223e-05
Disease	disease_8170	3.985493847179654e-05
Disease	disease_2490	3.9417489821399294e-05
Disease	disease_1609	3.8901767438650605e-05
Disease	disease_3274	3.871457050407149e-05
Disease	disease_2975	3.855251865495195e-05
