molecular_function_8168	molecular_function_102130	1
molecular_function_8168	molecular_function_102942	1
molecular_function_8168	molecular_function_102624	1
molecular_function_8168	molecular_function_102955	1
molecular_function_8168	molecular_function_43833	1
molecular_function_8168	molecular_function_43782	1
molecular_function_8168	molecular_function_102719	1
molecular_function_8168	molecular_function_102435	1
molecular_function_8168	molecular_function_102918	1
molecular_function_8168	molecular_function_43780	1
molecular_function_8168	molecular_function_102939	1
molecular_function_8168	molecular_function_34933	1
molecular_function_8168	molecular_function_102675	1
molecular_function_8168	molecular_function_102082	1
molecular_function_8168	molecular_function_43819	1
molecular_function_8168	molecular_function_102084	1
molecular_function_8168	molecular_function_102436	1
molecular_function_8168	molecular_function_102168	1
molecular_function_8168	molecular_function_102533	1
molecular_function_8168	molecular_function_102122	1
molecular_function_8168	molecular_function_50631	1
molecular_function_8168	molecular_function_51995	1
molecular_function_8168	molecular_function_103007	1
molecular_function_8168	molecular_function_8172	1
molecular_function_8168	molecular_function_42083	1
molecular_function_8168	molecular_function_102670	1
molecular_function_8168	molecular_function_102432	1
molecular_function_8168	molecular_function_102625	1
molecular_function_8168	molecular_function_102820	1
molecular_function_8168	molecular_function_8170	1
molecular_function_8168	molecular_function_102438	1
molecular_function_8168	molecular_function_102740	1
molecular_function_8168	molecular_function_102117	1
molecular_function_8168	molecular_function_102822	1
molecular_function_8168	molecular_function_102821	1
molecular_function_8168	molecular_function_102308	1
molecular_function_8168	molecular_function_102450	1
molecular_function_8168	molecular_function_43781	1
molecular_function_8168	molecular_function_102913	1
molecular_function_8168	molecular_function_102442	1
molecular_function_8168	molecular_function_102964	1
molecular_function_8168	molecular_function_102398	1
molecular_function_8168	molecular_function_102441	1
molecular_function_8168	molecular_function_102535	1
molecular_function_8168	molecular_function_106335	1
molecular_function_140101	molecular_function_106335	1
molecular_function_8168	molecular_function_98615	1
molecular_function_8168	molecular_function_8171	1
molecular_function_8168	molecular_function_102302	1
molecular_function_8168	molecular_function_4047	1
molecular_function_8168	molecular_function_102446	1
molecular_function_8168	molecular_function_102118	1
molecular_function_8168	molecular_function_43791	1
molecular_function_8168	molecular_function_102358	1
molecular_function_8168	molecular_function_8169	1
molecular_function_8168	molecular_function_102990	1
molecular_function_8168	molecular_function_9008	1
molecular_function_140097	molecular_function_9008	1
molecular_function_8168	molecular_function_102762	1
molecular_function_8168	molecular_function_102208	1
molecular_function_8168	molecular_function_51749	1
molecular_function_8168	molecular_function_43777	1
molecular_function_8168	molecular_function_102550	1
molecular_function_8168	molecular_function_8276	1
molecular_function_140096	molecular_function_8276	1
molecular_function_8168	molecular_function_47152	1
molecular_function_8168	molecular_function_102439	1
molecular_function_8168	molecular_function_43852	1
molecular_function_8168	molecular_function_102766	1
molecular_function_8168	molecular_function_102559	1
molecular_function_8168	molecular_function_102448	1
molecular_function_8168	molecular_function_102940	1
molecular_function_8168	molecular_function_102445	1
molecular_function_8168	molecular_function_140381	1
molecular_function_8168	molecular_function_102629	1
molecular_function_8168	molecular_function_47151	1
molecular_function_8168	molecular_function_102147	1
molecular_function_8168	molecular_function_34541	1
molecular_function_8168	molecular_function_43851	1
molecular_function_8168	molecular_function_8757	1
molecular_function_8168	molecular_function_102761	1
molecular_function_8168	molecular_function_102938	1
molecular_function_8168	molecular_function_102631	1
molecular_function_8168	molecular_function_51994	1
molecular_function_8168	molecular_function_102767	1
molecular_function_8168	molecular_function_102917	1
molecular_function_8168	molecular_function_102399	1
molecular_function_8168	molecular_function_42084	1
molecular_function_8168	molecular_function_102741	1
molecular_function_8168	molecular_function_102671	1
molecular_function_8168	molecular_function_102036	1
molecular_function_8168	molecular_function_42086	1
molecular_function_8168	molecular_function_102718	1
molecular_function_8168	molecular_function_98613	1
molecular_function_8168	molecular_function_102451	1
molecular_function_8168	molecular_function_35049	1
molecular_function_8168	molecular_function_102303	1
molecular_function_8168	molecular_function_102440	1
molecular_function_8168	molecular_function_102603	1
